course_title,subject_catalog,instructors,year_term,term_type,start_date,end_date,start_time,end_time,weekdays,class_number,course_id,consent,enrolled,waitlist,lecture_sunday,lecture_monday,lecture_tuesday,lecture_wednesday,lecture_thursday,lecture_friday,lecture_saturday,description,notes,school,units,cross_registration,department,course_component,instruction_mode,grading_basis,course_requirements,general_education,quantitative_reasoning,divisional_distribution
Insights from Narratives of Illness,FYSEMR   23K,Jerome Groopman,2026 Spring,Full Term,2026-01-26,2026-04-29,12:45pm,2:45pm,Thu,13231,117969,Instructor,0/12,0,False,False,False,False,True,False,False,"A physician occupies a unique perch, regularly witnessing life’s great mysteries:  the miracle of birth, the perplexing moment of death, and the struggle to find meaning in suffering.  It is no wonder that narratives of illness have been of interest to both physician and non-physician writers. This seminar will examine and interrogate both literary and journalistic dimensions of medical writing. The investigation will be chronological, beginning with “classic” narratives by Tolstoy, Chekhov, and Kafka, and then moving on to more contemporary authors such as William Carlos Williams, Richard Selzer, Oliver Sacks, Susan Sontag, and Philip Roth. Controversial and contentious subjects are sought in these writings: the imbalance of power between physician and patient; how different religions frame the genesis and outcome of disease; the role of quackery, avarice, and ego in molding doctors’ behavior; whether character changes for better or worse when people face their mortality; what is normal and what is abnormal behavior based on culture, neuroscience, and individual versus group norms. The presentation of illness in journalism will be studied in selected readings from the New York Times’ and Boston Globe’s Science sections, as well as periodicals like the New Yorker, The New York Review of Books, Harper’s, and the Atlantic Monthly. The members of the seminar will analyze how the media accurately present the science of medicine or play to “pop culture.” The seminar will study not only mainstream medical journalists, but so called alternative medical writers such as Andrew Weil and celebrity health voices like Gwyneth Paltrow. Patients with different diseases will be invited to speak to the members of the seminar about their experiences. Students will try their hands at different forms of medical writing, such as an editorial on physician-assisted suicide that would appear in a newspaper and a short story that describes a personal or family experience with illness and the medical system.",,Faculty of Arts & Sciences,4,Not Available for Cross Registration,First Year Seminar Program,Seminar,N/A,FAS Satisfactory/Unsatisfactory,Course open to Freshman Students Only,N/A,N/A,None
Transcription Factors and DNA Regulatory Elements,GENETIC  316,Martha Bulyk,2026 Spring,Full Term,2026-01-26,2026-04-29,,,,10437,117269,No Consent,0/9999,0,False,False,False,False,False,False,False,,,Faculty of Arts & Sciences,4,Available for Harvard Cross Registration,Medical Sciences,Reading and Research,N/A,FAS Satisfactory/Unsatisfactory,N/A,N/A,N/A,None
Neuroprotection and Neuronal Repair in Neurodegenerative Disease,NEUROBIO  320,Ole Isacson,2026 Spring,Full Term,2026-01-26,2026-04-29,,,,10351,114243,No Consent,0,0,False,False,False,False,False,False,False,,,Faculty of Arts & Sciences,4,Available for Harvard Cross Registration,Medical Sciences,Reading and Research,N/A,FAS Satisfactory/Unsatisfactory,N/A,N/A,N/A,None
Neuronal Pathfinding and Synaptogenesis,CELLBIO  321,David Van Vactor,2026 Spring,Full Term,2026-01-26,2026-04-29,,,,10357,114269,No Consent,0,0,False,False,False,False,False,False,False,,,Faculty of Arts & Sciences,4,Available for Harvard Cross Registration,Medical Sciences,Reading and Research,N/A,FAS Satisfactory/Unsatisfactory,N/A,N/A,N/A,None
General Theory of Relativity,PHYSICS  210,Jordan Cotler,2026 Spring,Full Term,2026-01-26,2026-04-29,3:00pm,4:15pm,Mon Wed Fri,11856,114266,No Consent,0,0,False,True,False,True,False,True,False,"An introduction to general relativity: the principle of equivalence, Riemannian geometry, Einstein's field equation, the Schwarzschild solution, the Newtonian limit, experimental tests, black holes.",,Faculty of Arts & Sciences,4,Available for Harvard Cross Registration,Physics,Lecture,N/A,FAS Letter Graded,N/A,N/A,N/A,Science & Engineering & Applied Science
Preparation for General Examinations,COMPLIT  396,,2026 Spring,Dynamically Dated,None,None,,,,14551,114019,Instructor,0,0,False,False,False,False,False,False,False,,,Faculty of Arts & Sciences,4,Available for Harvard Cross Registration,Comparative Literature,Reading and Research,N/A,FAS Satisfactory/Unsatisfactory,N/A,N/A,N/A,None
Mechanics of Engineering Materials and Small Devices,ENG-SCI  336,Joost Vlassak,2026 Spring,Full Term,2026-01-26,2026-04-29,,,,12118,114275,Instructor,0/9999,0,False,False,False,False,False,False,False,,,Faculty of Arts & Sciences,4,Available for Harvard Cross Registration,Engineering Sciences,Thesis Research,N/A,FAS Satisfactory/Unsatisfactory,N/A,N/A,N/A,None
Special Topics in Computer Science,COMPSCI 2990R,Madhu Sudan,2026 Spring,Full Term,2026-01-26,2026-04-29,,,,12090,114035,Instructor,0,0,False,False,False,False,False,False,False,"Experimental or theoretical research project on acceptable problems in computer science supervised by a SEAS faculty member, and/or supervised reading on topics not covered by regular courses of instruction. The project or reading must be arranged between the student and individual SEAS faculty supervisor prior to enrolling in the course.","Open to graduate students and AB/SM candidates only. In addition to enrolling in my.harvard, enrollees must file a 299r Special Topics Form approved by the SEAS faculty supervisor of the project before the course registration deadline. AB/SM students must obtain CHD approval for this course to count toward their SM requirements, and the course must be allocated accordingly in the student’s record with the Registrar; it cannot be used towards also meeting AB degree requirements. The form may be obtained at https://www.seas.harvard.edu/office-academic-programs/graduate-policies-procedures-and-forms/graduate-student-forms. Contact gradprograms@seas.harvard.edu if you have any questions.  This course was previously numbered CS 299R.",Faculty of Arts & Sciences,4,Available for Harvard Cross Registration,Computer Science,Seminar,N/A,FAS Letter Graded,N/A,N/A,N/A,None
Organic Chemistry,CHEM  387,Matthew Shair,2026 Spring,Full Term,2026-01-26,2026-04-29,,,,10309,114102,Instructor,0/9999,0,False,False,False,False,False,False,False,,,Faculty of Arts & Sciences,4,Available for Harvard Cross Registration,Chemistry & Chemical Biology,Thesis Research,N/A,FAS Satisfactory/Unsatisfactory,N/A,N/A,N/A,None
Tutorial - Sophomore Year,COMPLIT   97,Matylda Figlerowicz,2026 Spring,Full Term,2026-01-26,2026-04-29,9:45am,11:45am,Tue,14543,114038,Instructor,0,0,False,False,True,False,False,False,False,"If you’re taking this course, it means Comparative Literature is your concentration or your secondary field. Welcome to the discipline! But what does it mean to be a comparatist? This spring, we will wander together through the different paths Comparative Literature offers.This is a course on history and methods. We will trace how the understanding of what it means to compare has changed through time and space. We will examine the sociopolitical roots of the discipline and think together with the intellectuals who shaped its different stages. To tell the stories of the discipline is, of course, also to inquire into its methods. We will experiment with different analytical modes, and see how they allow us to interact with literary texts. And we will explore theoretical and critical possibilities of both grounding and expanding our readings.",,Faculty of Arts & Sciences,4,Available for Harvard Cross Registration,Comparative Literature,Tutorial,N/A,FAS Letter Graded,N/A,N/A,N/A,Arts and Humanities
Structural Biochemistry and Cell Biology of Intracellular Membrane Traffic,BIOPHYS  349,Tomas Kirchhausen,2026 Spring,Full Term,2026-01-26,2026-04-29,,,,10756,113957,Instructor,0/9999,0,False,False,False,False,False,False,False,,,Faculty of Arts & Sciences,4,Available for Harvard Cross Registration,Biophysics,Thesis Research,N/A,FAS Satisfactory/Unsatisfactory,N/A,N/A,N/A,None
Advanced Hindi-Urdu,HIND-URD  103BR,Richard Delacy,2026 Spring,Full Term,2026-01-26,2026-04-29,12:00pm,1:15pm,Mon Wed,10458,115586,Instructor,0,0,False,True,False,True,False,False,False,Continuation of Hindi-Urdu 103a.,No auditors will be permitted. Enrolled students must take the course for a letter grade.,Faculty of Arts & Sciences,4,Available for Harvard Cross Registration,South Asian Studies,Lecture,N/A,FAS Letter Graded,N/A,N/A,N/A,Arts and Humanities
Experimental Gravitation: Radio and Radar Astronomy,PHYSICS  345A,Irwin Shapiro,2026 Spring,Full Term,2026-01-26,2026-04-29,,,,13805,115102,Instructor,0,0,False,False,False,False,False,False,False,Reading and research. Not a lecture or seminar course.,,Faculty of Arts & Sciences,4,Available for Harvard Cross Registration,Physics,Reading and Research,N/A,FAS Satisfactory/Unsatisfactory,N/A,N/A,N/A,None
Experimental Gravitation: Radio and Radar Astronomy,PHYSICS  345B,Irwin Shapiro,2026 Spring,Full Term,2026-01-26,2026-04-29,,,,13806,115113,Instructor,0,0,False,False,False,False,False,False,False,Dissertation research. Not a lecture or seminar course.,,Faculty of Arts & Sciences,4,Available for Harvard Cross Registration,Physics,Doctoral Dissertation,N/A,FAS Satisfactory/Unsatisfactory,N/A,N/A,N/A,None
"Computational Complexity, Cryptography, and Pseudorandomness",COMPSCI 3580,Salil Vadhan,2026 Spring,Full Term,2026-01-26,2026-04-29,,,,12080,115136,Instructor,0/9999,0,False,False,False,False,False,False,False,,This course was previously numbered CS 358.,Faculty of Arts & Sciences,4,Available for Harvard Cross Registration,Computer Science,Thesis Research,N/A,FAS Satisfactory/Unsatisfactory,N/A,N/A,N/A,None
Molecular Biology of Extracellular Matrix,CELLBIO  314,Yingzi Yang,2026 Spring,Full Term,2026-01-26,2026-04-29,,,,10336,115128,No Consent,0,0,False,False,False,False,False,False,False,,,Faculty of Arts & Sciences,4,Available for Harvard Cross Registration,Medical Sciences,Reading and Research,N/A,FAS Satisfactory/Unsatisfactory,N/A,N/A,N/A,None
"Neurons, circuits and computation",BIOPHYS  371,Venkatesh Murthy,2026 Spring,Full Term,2026-01-26,2026-04-29,,,,10316,115671,Instructor,0/9999,0,False,False,False,False,False,False,False,,,Faculty of Arts & Sciences,4,Available for Harvard Cross Registration,Biophysics,Thesis Research,N/A,FAS Satisfactory/Unsatisfactory,N/A,N/A,N/A,None
The Mechanics and Regulation of Mitosis,BIOPHYS  393,David Pellman,2026 Spring,Full Term,2026-01-26,2026-04-29,,,,10474,119223,Instructor,0/9999,0,False,False,False,False,False,False,False,,,Faculty of Arts & Sciences,4,Available for Harvard Cross Registration,Biophysics,Reading and Research,N/A,FAS Satisfactory/Unsatisfactory,N/A,N/A,N/A,None
Topics in Macroscopic Physics and Quantitative Biology,APMTH  320,L Mahadevan,2026 Spring,Full Term,2026-01-26,2026-04-29,,,,12041,118975,Instructor,0/9999,0,False,False,False,False,False,False,False,,,Faculty of Arts & Sciences,4,Available for Harvard Cross Registration,Applied Mathematics,Thesis Research,N/A,FAS Satisfactory/Unsatisfactory,N/A,N/A,N/A,Science & Engineering & Applied Science
Biophysics of Cell Adhesion and Vascular Shear Flow,BIOPHYS  395,Timothy Springer,2026 Spring,Full Term,2026-01-26,2026-04-29,,,,10476,119226,Instructor,0/9999,0,False,False,False,False,False,False,False,,,Faculty of Arts & Sciences,4,Available for Harvard Cross Registration,Biophysics,Reading and Research,N/A,FAS Satisfactory/Unsatisfactory,N/A,N/A,N/A,None
Behavioral Neuroscience and Neurophysiology,BIOPHYS  396,Aravinthan Samuel,2026 Spring,Full Term,2026-01-26,2026-04-29,,,,10477,119227,Instructor,0/9999,0,False,False,False,False,False,False,False,,,Faculty of Arts & Sciences,4,Available for Harvard Cross Registration,Biophysics,Reading and Research,N/A,FAS Satisfactory/Unsatisfactory,N/A,N/A,N/A,None
Genetic Analysis of Growth and Homeostasis,GENETIC  321,Norbert Perrimon,2026 Spring,Full Term,2026-01-26,2026-04-29,,,,10387,118751,No Consent,0,0,False,False,False,False,False,False,False,,,Faculty of Arts & Sciences,4,Available for Harvard Cross Registration,Medical Sciences,Reading and Research,N/A,FAS Satisfactory/Unsatisfactory,N/A,N/A,N/A,None
Gospel Music from the Church to the Streets,MUSIC  190R,Charrise Barron,2026 Spring,Full Term,2026-01-26,2026-04-29,1:30pm,2:45pm,Tue Thu,17165,118783,Instructor,0/18,0,False,False,True,False,True,False,False,"Gospel music has informed some of the greatest popular music artists of all time, including Elvis Presley, Snoop Dogg, Aretha Franklin, Whitney Houston, and Beyoncé. This seminar surveys the history of African American gospel music as it has been implemented for worship, evangelism, and popular consumption. Beyond analysis of key musical and lyrical characteristics of gospel, this class gives attention to the religious and sociocultural contexts that inform gospel composition and performance. Consequently, this course is a musical introduction to African American Christianity. Finally, the global resonances of this music are explored to situate the music in the context of global Christianity. Classes include interactive demonstrations in addition to discussion of audio/video recordings, other primary source material, and required texts.",,Faculty of Arts & Sciences,4,Available for Harvard Cross Registration,Music,Seminar,N/A,FAS Letter Graded,N/A,N/A,N/A,Arts and Humanities
Mechanics and Materials in Small Structures,ENG-SCI  334,Zhigang Suo,2026 Spring,Full Term,2026-01-26,2026-04-29,,,,12120,118787,Instructor,0/9999,0,False,False,False,False,False,False,False,,,Faculty of Arts & Sciences,4,Available for Harvard Cross Registration,Engineering Sciences,Thesis Research,N/A,FAS Satisfactory/Unsatisfactory,N/A,N/A,N/A,None
